permision_delivery_date,n/o,id,march_route_name,company_name,company_name_external,border_crossing,border_crossing_alternative,march_route_time_direct,march_route_time_return,march_route_regularity,license_terms,destionation_country_name,destionation_country_code,march_route_status
,159,PL159,Івано-Франківськ-Перемишль,"ТОВ ""АТП-12629""",PKS Spolka z o.o. w Przemyslu,Шегині,,06:50,06:50,Щоденно,2022-10-22 00:00:00,Польща,PL,True
17.11.2016,160,PL160,Івано-Франківськ  - Варшава,"ФОП Онишків М. М., 
 ",Grzegorz Wos,Грушів,,13:30,13:15,Щоденно,2019-11-16 00:00:00,Польща,PL,True
,162,PL162,"Івано-Франківськ (пл. Привокзальна,1) - Гданьск","ТзОВ ""Гал-Всесвіт, 79024, м Львів, вул. Пластова, 10 Ліцензія АЕ № 268954",ATE Trevel Sp.Z.o.o,Рава Руська ,Грушів,16:30,16:30,Щоденно,2019-12-12 00:00:00,Польща,PL,True
08.07.2017,164,RU164,ІВАНО-ФРАНКІВСЬК-МОСКВА,"ТОВ""Автокомбінат -1""","ООО""Автокомбинат""",Грем`яч,,28:10,28:10,Щоденно,2020-07-08 00:00:00,Росія,RU,True
,169,MD169,Ізмаїл-Кишинів,"ПП ""Біплан""
 ","S.R.L. ""ARIC-AFS""",Виноградівка,Табаки,06:00,06:00,Щоденно,2019-02-03 00:00:00,Молдова,MD,True
,170,LV170,"Ізмаїл (вул. Пушкіна, 70) - Рига","ТОВ ""ЮНАС"", 
 Чернівецька обл., м. Чернівці, вул. Каштанова, буд.127 ЄДРПОУ 19405596,
 ФОП Нєдєв Д. М., 
 68600, Одеська обл., м. Ізмаїл, вул. Першотравнева, буд. 54, ЄДРПОУ 2760501152",OL Trans Service,Нові Яриловичі,,,,,2020-07-11 00:00:00,Латвія,LV,True
,183,CZ183,"Калуш АС (вул. Привокзальна,15) - Прага","ФОП Яців В.В., 77300, Івано- Франківська обл.,м. Калуш, вул. Б. Хмельницького,3/9,",чеський перевізник Tourbus. a. s.,Ужгород,,25:15,25:00,щоденно,2020-11-04 00:00:00,Чехія,CZ,True
,184,CZ184,"Кам'янець-Подільський АС (вул. Князів Коріатовичів,19) - Прага","ТзОВ ""Львівське АТП - 14631"", 
 79024, м. Львів, вул. Пластова, 10. Ліцензія серії АВ № 550341","польський перевізник EWE-TRANS Sp.z.o.o. , чеський перевізник INFOBUS",Краковець / Грушів,,,,,2023-02-26 00:00:00,Чехія,CZ,True
,185,IT185,"Камянець-Подільський (АС вул. Князів Коріатовичів, 19)-Неаполь","ФОП Богатов В.В., 32370, Хмельницька обл., Камянець-Подільський р-н, с. Смотрич, вул. Цвелиха,6",MOFA TURISMO E SERVIZI s.r.l.,Чоп (Тиса),,,,,2020-05-22 00:00:00,Італія,IT,True
,186,PL186,"КАМЯНЕЦЬ-ПОДІЛЬСЬКИЙ АС (вул. Князів Коріотовичів,19) - ПЕРЕМИШЛЬ",ТДВ Чемеровецьке АТП -16847,польський перевізник FARA INTERPRISE Sp.z.o.o.,Шегині ,Краковець,10:20,09:50,Щоденно,2020-05-09 00:00:00,Польща,PL,True
,188,AT188,"Київ (АС ""Київ"" вул. Петлюри,32) - Відень","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422",Blaguss Reisen Gesell.m.b.H.. VOLANBUSZ ZRT,Чоп,,,,,2020-11-24 00:00:00,Австрія,AT,True
,189,IT189,Київ - Барі,"ТОВ ""Юніверс"", 01032, м.Київ, вул. Комінтерну 20, кв.2. Ліцензія серії АД № 064891",SAPS S.r.L,чоп,,,,,2020-01-20 00:00:00,Італія,IT,True
,193,ES193,"Київ (АВ пл. Московська,3)-Малага","ДП Експрес-А Лімітед 03040, м. Київ, вул. Васильківська, буд. 22 Ліцензія серії АВ № 532233",International de autocares,Чоп,,,,,2019-02-28 00:00:00,Іспанія,ES,True
,194,BG194,"Київ (АВ Центральний, пл. Московська,3) - Софія","ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036",Ecolines Bulgaria Ltd.,Рені,,,,,2019-05-07 00:00:00,Болгарія,BG,True
,196,ES196,"Київ (АС ""Бориспіль"") - Мадрид","ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195","Joarja-98, S.L.",Ужгород,,,,,2019-02-24 00:00:00,Іспанія,ES,True
,198,DE198,"Київ (АС ""Дачна"", пр. Перемоги 142)-Ойскірхен","ТОВ ""РЕГІОНАВТО""",BUS-Lines GmbH,Шегині / Краковець,,,,,2019-07-17 00:00:00,Німеччина,DE,True
,199,ES199,"Київ (АС ""Дачна"") - Мадрид","ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195","Joarja-98, S.L.",Чоп,,,,,2022-01-03 00:00:00,Іспанія,ES,True
,200,AT200,"Київ (АС ""Київ"" вул. Петлюри,32) - Відень","ФОП Єфременюк А.Л., 21000, м. Вінниця, вул. Стельмаха,53А, кв.24 ліцензія АД № 062449",Austrian Incentive Service GmbH Zaklad Uslugowy «DRIVER»Majaagency S.r.o.,Краковець,,,,,2019-07-26 00:00:00,Австрія,AT,True
,202,ES202,"Київ (АС ""Київ"", вул. Петлюри,32) - Уельва","ТОВ ""Юніверс"",
 01032, м.Київ, вул. Комінтерну 20, кв.2. Ліцензія серії АД № 064891",ALSA INTERNATIONAL S.A.,Чоп,,,,,2021-07-28 00:00:00,Іспанія,ES,True
,203,PL203,"Київ (АС ""Київ"", вул. Петлюри,32) - Вроцлав","ТзОВ ""Львівське АТП - 14631"", 
 79024, м. Львів, вул. Пластова, 10. Ліцензія серії АВ № 550341",SINdbad Sp. Zoo,Краковець,Грушів,22:45,22:35,Щоденно,2021-06-07 00:00:00,Польща,PL,True
10.08.2016,204,BY204,"Київ (АС ""Київ"", вул. С. Петлюри,32) - Речица","ТОВ ""ЛІНІЇ ПОЛІССЯ""|ФОП Анікєєнко П.П.","ООО ""Филиал автобусний парк № 3"" ""Гомельоблавтотранс""",Нові Яриловичі,,08:00,08:00,Щоденно,2019-09-08 00:00:00,Білорусь,BY,True
08.12.2016,205,RU205,"Київ (АС ""Київ"", вул. С. Петлюри,32)- Вороніж","ТОВ ""СП Транс""",ПП Леоненко А. В.,Катеринівка,,15:00,15:00,Щоденно,2019-07-12 00:00:00,Росія,RU,True
,206,DE206,"Київ (АС ""Київ"", вул. С. Петлюри,32)-Бонн","СПД Шевченко С.М. 03164, м. Київ, вул. Гостомельська, буд. 18 Ліцензія серії АВ № 610964",AS Karpaten&Krim Tours GmbH,Шегині / Краковець,,,,,2019-02-02 00:00:00,Німеччина,DE,True
,208,RU208,"Київ (АС ""Київ"", вул. С. Петлюри,32)-Москва (Південні ворота)","ТОВ ""АТМ ТРАНС"" , 03040, м. Київ, вул. Васильківська, буд. 1, оф.206, Ліцензія АЕ № 573313",ТОВ Автобусна компанія Столична,Бачівськ,,,,,2019-10-08 00:00:00,Росія,RU,True
,209,DE209,"Київ (АС ""Київ"", вул. С. Петлюри,32)-Росток","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422","Biacomex S.A., Euroclub Busreisen GmbH",Шегині,Краківець,31:30,29:00,Щоденно,2023-12-25 00:00:00,Німеччина,DE,True
,210,DE210,"Київ (АС ""Київ"")-Кельн","ТОВ ""Євровояж"", Київ, вул.Павлівська, 30/33, кв.1",Deutsche Touring Gmbh,Ягодин,,36:40,36:40,Щоденно,2023-12-18 00:00:00,Німеччина,DE,True
,211,PL211,Київ-Варшава,"ТОВ ""Українські лінії""|ТОВ ""Ельбрус-Транс""|ТОВ ""ААЗ Трейдінг-Автолюкс"" 
 ",Ecolines Polsko Sp.z o.o.,Ягодин,Устилуг|Угринів,15:55,14:20,Щоденно,2022-11-19 00:00:00,Польща,PL,True
,212,IT212,Київ (АС вул. С. Петлюри) - Салерно,"ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195",S.A.P. s.r.l.,Чоп,,,,,2022-11-07 00:00:00,Італія,IT,True
,213,ES213,"Київ (АС вул. С.Петлюри,32)-Мадрид","ФОП Гаврилюк В.З. 80040, Львівська обл. Сокальський р-н, смт Жвирка, вул. Шухевича, 25 , Ліцензія АГ № 586971",іспанський перевізник VICTOR&DAVID VIAJE S.L.,Чоп,,56:00,55:50,"середа, четвер, субота, неділя",2020-01-03 00:00:00,Іспанія,ES,True
,214,IT214,"Київ (АС Дачна, пр. Перемоги,142)-Салерно","ТОВ ""АКВІТАНІЯ-ЛЮКС""",EUROBOOKING s.r.l.,Чоп,,,,,2021-04-13 00:00:00,Італія,IT,True
,215,ES215,Київ (АС Дачна) - Мадрид,"ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195","Joarja-98, S.L.",Лужанка,,,,,2019-02-24 00:00:00,Іспанія,ES,True
,217,PL217,Київ-Закопане,"ПП ""Мельник О.Т.""","""Wencel-Tourist Sp.z o o.""",Ягодин,,22:40,22:25,Щоденно,2019-09-18 00:00:00,Польща,PL,True
,218,GR218,"Київ (АС Київ, вул. Петлюри,32)-Афіни","ТОВ Акіс Тревел 01023, м. Київ, вул. Шота Руставелі, 34 Ліцензія серії АВ № 415358",Grazy Holidays,Виноградівка,,,,,2022-09-07 00:00:00,Греція,GR,True
,221,DE221,"Київ (АС Київ, вул. С. Петлюри,32) -Ахен","СПД Шевченко С.М. 03164, м. Київ, вул. Гостомельська, буд. 18 Ліцензія серії АВ № 610964",Shev Bus-Reisen GmbH,Шегині / Краковець,,,,,2021-07-20 00:00:00,Німеччина,DE,True
17.03.2017,222,PL222,"Київ (АС Київ, вул. С. Петлюри,32)-Лодзь",ФОП Мельник О.Т. ,польський перевізник WENCEL-TOURIST Sp.z.o.o.,Ягодин,,16:20,16:30,Щоденно,2020-03-16 00:00:00,Польща,PL,True
,223,DE223,"Київ (АС Київ, вул. С. Петлюри)-Констанц","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422",Гауергоф Бусрайзен ГмБХ,Шегині / Краковець,,,,,2022-08-06 00:00:00,Німеччина,DE,True
,225,GE225,"Київ (АС Київ, С. Петлюри, 32) - Батумі","ТОВ ""Вега-Райзен"" 
 03040, м. Київ, вул. Васильківська, буд. 22 Ліцензія серії АВ № 337613",Bekа-Turi,Гоптівка/ Плетенівка,,,,,2019-12-07 00:00:00,Грузія,GE,True
,229,IT229,"Київ (вул. Петлюри, 32) - Ріміні","ТОВ ""ТОП АВТО-ТРАНС"", 04119, м. Київ, вул Зоологічна, буд. 4-А, оф. 139, Ліцензія від 11.05.2017 № 455, ЄДРПОУ 41308986",CRIS VIAGI di PUZZO CRISTIAN,"Чоп
 Лужанка",,,,,2020-02-10 00:00:00,Італія,IT,True
,230,BG230,"Київ (вул. С. Петлюри,32) - Софія","ТОВ ""Юніверс"",
 01032, м.Київ, вул. С. Петлюри 20, кв. 2. Ліцензія серії АД № 064891","ООД ""Дорис"" м. Слівен, вул. Ладженська,1-в-9 Болгарія",Виноградівка,,,,,2020-08-03 00:00:00,Болгарія,BG,True
,231,PL231,"Київ (вул. С. Петлюри,32) - Щецин","ФОП Харкавий В.І.|ПП ""АТП Поділля-Тур""","польський перевізник LUX-REISEN SPOLKA Z.O.O.,",Шегині,Краковець,35:45,33:30,Щоденно,2020-09-08 00:00:00,Польща,PL,True
,232,BG232,"Київ (вул. С.Петлюри, 32) - Созополь","ФОП Мустачко В.М. м. Одеса, вул. Космонавтів, буд.6, кв.78 ліцензія АЕ 189339","LTD ""M&D Travel Group""",Рені,,,,,2020-03-09 00:00:00,Болгарія,BG,True
,233,CZ233,"Київ (вул. С.Петлюри, 32) - Прага","ТОВ ""Лінії Полісся"" 08200, Київська обл., м. Ірпінь, вул. Гагаріна, буд. 17, кв. 47. Ліцензія АЕ № 573158",Musil Tour spol s.r.o.,Ужгород,,,,,2020-08-14 00:00:00,Чехія,CZ,True
,234,DE234,"Київ (вул.Петлюри, 32) - Дортмунд","ТзОВ ""Гал-Всесвіт"", м. Львів, вул. Пластова, 10. Ліцензія АЕ № 268954","EWE-TRANS, AS Karpaten & Krim Tours GmbH",Краковець / Грушів,,,,,2020-08-10 00:00:00,Німеччина,DE,True
,235,GR235,"Київ (пр. Науки,1) - Афіни","ТОВ ""Діаскурія"" Ліцензія серія АГ № 504959",Esperia Travel,Порубне,,,,,2021-07-12 00:00:00,Греція,GR,True
08.06.2018,236,RU236,Київ-Санкт-Петербург,"ТОВ""Українські лінії""","ООО""Амрон""",Сеньківка,,22:50,23:40,Щоденно,2023-07-06 00:00:00,Росія,RU,True
25.07.2017,237,BY237,Київ  - Мінськ,"ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036",ТУП «АВТОБУС-ТУР»,Нові Яриловичі,,11:40,,Щоденно,2020-07-24 00:00:00,Білорусь,BY,True
,239,DE239,"Київ АВ ""Київ, пр. Науки 1/2"" - Трір","ТОВ ""Авто-Лайн"", Київська область, Вишгородський р-н., м. Вишгород, вул. Кургузова, 9а, Ліцензія АЕ № 189814","польський перевізник Kaczynski BUS Sp.z.o.o., німецький перевізник OMNIBUSUNTERNEHMEN & GUTERKRAFTVERKEHR, чеський перевізник MAVI TRAVEL s.r.o",Краковець / Грушів,,,,,2020-12-03 00:00:00,Німеччина,DE,True
,240,PL240,Київ АВ (пр. Науки 1/2) - Легниця,"ТДВ ""Миколаївське АТП-14627""|ФОП Меньок Н.І.","AGAT"" B.U.H.",Краковець,Грушів,26:00,25:55,Щоденно,2020-04-23 00:00:00,Польща,PL,True
,241,PL241,"Київ АВ (пр. Науки,1/2) - Познань","ФОП Данилевич С.О., 44500, Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Паші Савельєвої, 36 ЄДРПОУ 3116310875",польський перевізник Leon Pol Trans Sp.z.o.o.,Шегині,,26:25,28:25,Щоденно,2020-04-26 00:00:00,Польща,PL,True
